SampleID	CONTIG COUNT	TOTAL LENGTH	MIN	MAX	MEDIAN	MEAN	L50	N50	L90	N90	GC%	BUSCO_Complete	BUSCO_Single	BUSCO_Duplicate	BUSCO_Fragmented	BUSCO_Missing	BUSCO_NumGenes	Reads	Mapped_reads	Average_Coverage
Mortierella_sp._AD031	3076	44817182	500	176793	5604	14569.96	364	37102	1316	8028	48.90	93.7	87.5	6.2	1.8	4.5	758	NA	5597821	12.5
Mortierella_sp._AD032	4189	49302949	500	108262	5304	11769.62	568	26892	1933	6277	47.40	93.7	87.9	5.8	2.6	3.7	758	NA	5137215	10.4
Mortierella_sp._AD094	5229	43843750	500	149436	3238	8384.73	609	20836	2372	4014	44.63	95.2	87.3	7.9	1.3	3.5	758	NA	5926940	13.5
Mortierella_sp._AM989	4302	40151908	498	192044	2533	9333.31	404	28934	1656	4626	43.22	95.9	88.5	7.4	1.3	2.8	758	NA	7152963	17.8
Mortierella_sp._GBA30	1938	36978069	497	204409	6156	19080.53	222	51412	759	12340	47.93	95.6	87.7	7.9	1.5	2.9	758	NA	6873679	18.6
Mortierella_sp._GBA35	3099	44822097	500	165087	5608	14463.41	382	35220	1321	8311	48.90	93.7	87.2	6.5	2.1	4.2	758	NA	5051024	11.3
Mortierella_sp._GBA39	4038	50896850	499	190274	4665	12604.47	455	32930	1742	6504	49.31	96.6	88.9	7.7	1.1	2.3	758	NA	5382342	10.6
Mortierella_sp._GBA43	4063	39248249	500	149293	2139	9659.92	343	33168	1441	4904	50.57	95.4	88.9	6.5	1.5	3.1	758	NA	4943491	12.6
Mortierella_sp._KOD_1030	3767	38836819	500	159479	3974	10309.75	457	25173	1638	5653	49.45	94.3	88.0	6.3	2.0	3.7	758	5689172	5126884	13.2
Mortierella_sp._NRRL_1458	824	44335683	581	606327	16683	53805.44	87	152917	314	33823	48.42	97.0	88.8	8.2	0.9	2.1	758	NA	7300985	24.7
Mortierella_sp._NRRL_1617	826	44715804	1005	856329	17216	54135.36	87	152945	319	31122	48.42	96.8	88.5	8.3	0.8	2.4	758	NA	16506753	55.3
Mortierella_sp._NVP41	2509	45063994	500	353893	4783	17960.94	266	51498	935	10879	48.93	95.3	87.6	7.7	1.3	3.4	758	NA	6461860	14.3
Mortierella_sp._NVP85	5178	42817329	490	199404	2911	8269.09	548	21933	2271	3799	49.77	92.9	87.5	5.4	3.3	3.8	758	NA	5665966	13.2
Mortierella_verticillata_AD079	3481	39719752	500	131992	5436	11410.44	475	24790	1658	6074	49.23	93.2	86.5	6.7	2.2	4.6	758	6350710	5920518	14.9
Mortierella_verticillata_NRRL_2611	3118	39895005	500	185175	5614	12795.06	402	29432	1410	7112	48.92	93.4	87.3	6.1	2.2	4.4	758	4977634	4731375	11.9
Mortierella_verticillata_TTC192	3609	42068474	500	260596	5928	11656.55	509	24172	1756	6356	48.94	91.7	85.5	6.2	2.9	5.4	758	5766742	5501380	13.1
Mortierella_vinacea_NRRL_A-13231	286	25595861	1023	723494	46857	89496.02	39	210803	131	52716	43.10	95.5	92.1	3.4	1.7	2.8	758	NA	8206861	48.0
Mortierella_wolfii_NRRL_6351	1180	34232935	493	534714	5458	29010.96	113	93672	394	22087	46.97	97.0	95.9	1.1	0.8	2.2	758	5107212	5045590	14.7
Mortierella_wolfii_NRRL_66265	1088	34053379	500	432786	7590	31299.06	110	90211	389	24442	46.98	96.7	95.6	1.1	1.2	2.1	758	5778632	5717965	16.8
Mortierella_zychae_NRRL_2592	1260	45702254	500	611785	5298	36271.63	120	120966	400	29549	47.18	96.9	88.9	8.0	1.1	2.0	758	10506258	10205832	33.5
Mortierella_zychae_PUST_F9C	2068	44794830	1002	257400	10265	21660.94	282	46863	969	11834	41.08	96.7	88.1	8.6	1.3	2.0	758	5646804	5213255	17.4
Mucor_aligarensis_NRRL_3099	1353	34711530	490	382403	6279	25655.23	142	74836	476	20206	32.06	97.6	87.6	10.0	0.8	1.6	758	26842944	25431032	109.9
Mucor_alternans_NRRL_3358	14676	35195130	980	18660	1901	2398.14	4090	2743	11591	1297	38.97	45.7	42.7	3.0	24.3	30.0	758	NA	6274004	26.7
Mucor_alternans_NRRL_A-15142	1542	32238136	1003	161667	11023	20906.70	232	45979	708	14366	39.68	97.6	86.7	10.9	0.8	1.6	758	18854566	17536273	81.5
Mucor_alternans_NRRL_A-16397	1509	32103822	1000	218498	10333	21274.90	223	46736	682	14405	39.66	97.4	86.5	10.9	0.8	1.8	758	12592858	11574518	54.1
Mucor_aromaticus_NRRL_A-17745	8356	71054256	789	122727	3433	8503.38	967	20407	4374	3203	32.79	95.8	76.5	19.3	1.3	2.9	758	23565498	20905060	44.1
Mucor_azygosporus_Benjamin_NRRL_3068	2606	39514982	890	244388	3474	15163.08	235	50451	963	6472	35.48	97.5	79.0	18.5	0.5	2.0	758	13555838	12514940	47.5
Mucor_bainieri_NRRL_2988	1840	32583424	1003	109631	14954	17708.38	411	26354	1139	11130	43.35	98.1	87.7	10.4	0.1	1.8	758	NA	16476313	75.8
Mucor_brunneus_NRRL_2351	4090	42163633	781	73672	7631	10308.96	817	17077	2337	5589	31.39	97.4	85.9	11.5	0.9	1.7	758	20915154	19603940	69.7
Mucor_caninus_NRRL_A-12555	1709	33772735	988	241904	5712	19761.69	195	53675	685	11037	36.83	97.3	87.3	10.0	0.4	2.3	758	17825106	16145999	71.6
Mucor_circinelloides_NRRL_A-25893	11807	39170436	960	33557	2374	3317.56	2697	4461	8655	1518	38.89	73.7	67.0	6.7	12.5	13.8	758	14410172	12670888	48.5
Mucor_circinelloides_f._circinelloides_NRRL_3614	1717	32105477	999	130597	9505	18698.59	256	40632	788	12197	39.71	98.3	87.5	10.8	0.4	1.3	758	6314270	5744146	26.8
Mucor_circinelloides_f._griseocyanus_NRRL_3621	3469	31892150	500	141194	2633	9193.47	507	20732	1428	7838	40.60	96.7	86.4	10.3	0.7	2.6	758	13663410	12530610	39.3
Mucor_circinelloides_f._janssenii_NRRL_2404	1705	32153419	1001	192294	13449	18858.31	312	32228	953	11232	40.86	98.3	87.9	10.4	0.4	1.3	758	20707388	19544015	91.1
Mucor_circinelloides_f._janssenii_NRRL_2629	1841	32166084	1000	144650	12772	17472.07	339	28995	1052	10451	40.86	98.5	87.9	10.6	0.3	1.2	758	NA	10269338	47.8
Mucor_circinelloides_f._janssenii_NRRL_553	874	30981590	1002	405424	2106	35448.04	81	127308	253	34049	40.30	98.1	87.5	10.6	0.4	1.5	758	NA	12221762	59.1
Mucor_circinelloides_f._lusitanicus_NRRL_1442	1733	32740722	1005	114232	16033	18892.51	377	30501	1000	12554	42.56	97.6	86.5	11.1	0.4	2.0	758	NA	10000347	45.8
Mucor_circinelloides_f._lusitanicus_NRRL_1443	1656	32672719	1001	116965	17271	19729.90	367	31556	958	13400	42.55	97.8	86.3	11.5	0.3	1.9	758	NA	13388247	61.4
Mucor_circinelloides_f._lusitanicus_NRRL_3629	2272	32899412	499	116965	6820	14480.38	377	30710	998	11671	42.51	97.7	86.4	11.3	0.3	2.0	758	14849406	13966664	63.7
Mucor_circinelloides_f._lusitanicus_NRRL_3631	1717	32701860	1001	114691	16034	19045.93	373	30688	996	12621	42.57	97.8	86.7	11.1	0.4	1.8	758	NA	12386317	56.8
Mucor_circinelloides_var._griseocyanus_NRRL_1415	1819	33121710	1000	170070	9813	18208.75	279	38114	853	12095	40.44	96.4	85.6	10.8	0.9	2.7	758	NA	14938808	67.6
Mucor_circinelloides_var._griseocyanus_NRRL_1416	1801	33118218	1000	164611	9433	18388.79	265	39893	818	12397	40.45	96.7	86.3	10.4	0.7	2.6	758	NA	20172287	91.3
Mucor_circinelloides_var._griseocyanus_NRRL_1417	1847	33002985	1000	173074	9190	17868.43	275	39039	847	11910	40.47	96.7	86.3	10.4	0.7	2.6	758	NA	13339559	60.6
Mucor_circinelloides_var._griseocyanus_NRRL_1418	1821	30876836	1000	144593	14109	16955.98	399	25536	1123	10747	40.85	96.7	85.9	10.8	0.7	2.6	758	NA	10014638	48.6
Mucor_corticolus_NRRL_A-16258	1732	32532033	1005	116828	15886	18782.93	379	29984	1010	11840	42.56	97.7	86.4	11.3	0.3	2.0	758	14032934	13089887	60.3
Mucor_ctenidius_NRRL_2929T	2134	30720675	1001	307550	3326	14395.82	253	37569	851	10391	38.33	97.7	87.3	10.4	0.4	1.9	758	7800638	7128048	34.8
Mucor_dispersus_NRRL_6039	2014	48362033	941	379190	8400	24012.93	236	62272	843	12800	35.70	96.9	78.0	18.9	1.2	1.9	758	16184428	15129136	46.9
Mucor_dispersus_NRRL_6045	2147	47260844	1003	252104	8845	22012.50	275	52134	944	12358	35.41	96.6	78.0	18.6	0.9	2.5	758	14279428	13236919	42.0
Mucor_dispersus_NRRL_6046	2689	47881248	952	260896	3474	17806.34	295	50320	992	11660	34.27	96.7	77.4	19.3	0.7	2.6	758	14607576	13900736	43.5
Mucor_foenicola_NRRL_A-10991	21278	45843177	493	28845	1024	2154.49	3183	4113	13689	753	39.20	74.5	66.8	7.7	14.4	11.1	758	16735988	15237456	49.8
Mucor_fragilis_NRRL_2569	2242	32951060	495	110841	6759	14697.17	373	31522	980	12457	42.51	97.7	86.8	10.9	0.4	1.9	758	16365338	15600793	71.0
Mucor_fragilis_NRRL_2714	1602	33159326	1002	146431	15037	20698.71	308	35857	890	12643	42.37	97.5	87.3	10.2	0.8	1.7	758	NA	8329883	37.6
Mucor_fragilis_NRRL_A-16026	656	27081382	1008	278083	24239	41282.59	99	91570	316	26395	36.35	97.7	88.9	8.8	0.5	1.8	758	15036814	14292171	79.1
Mucor_genevensis_NRRL_1410	1428	33936038	992	255210	13814	23764.73	213	49684	704	14010	37.53	97.5	87.1	10.4	0.7	1.8	758	NA	10146590	44.7
Mucor_genevensis_NRRL_1411	1469	34450401	1001	220412	13059	23451.60	221	49206	703	14035	37.63	97.4	86.8	10.6	0.4	2.2	758	NA	10407060	45.3
Mucor_genevensis_NRRL_1412	9633	51483258	798	44758	3619	5344.47	1939	8359	6373	2341	37.18	86.2	65.4	20.8	6.3	7.5	758	NA	14070028	41.0
Mucor_genevensis_NRRL_1756	10989	48598755	927	49447	3047	4422.49	2294	6487	7525	1950	37.05	78.1	63.9	14.2	10.3	11.6	758	13563934	12378117	38.2
Mucor_genevensis_NRRL_1821	23600	40548272	500	26177	1152	1718.15	5007	2425	16933	750	36.74	39.6	37.5	2.1	28.8	31.6	758	14640254	12522172	30.9
Mucor_genevensis_NRRL_3101	1894	35502075	1000	184482	13547	18744.50	354	32545	1055	11671	37.56	97.8	87.1	10.7	0.5	1.7	758	18541520	17445490	73.7
Mucor_genevensis_NRRL_A-17770	2279	35616468	1000	132713	11595	15628.11	441	26336	1296	9285	37.55	98.1	88.3	9.8	0.5	1.4	758	25829272	24294495	102.3
Mucor_globosus_Fischer_NRRL_1759	9995	63383359	768	46381	4368	6341.51	2053	9926	6468	2905	32.61	89.2	56.1	33.1	5.8	5.0	758	17985676	17068815	40.4
Mucor_globosus_NRRL_1436	25164	53784699	492	22203	1275	2137.37	4593	3507	16531	823	32.45	54.7	48.0	6.7	22.0	23.3	758	17742120	16287804	30.3
Mucor_globosus_NRRL_A-28295	7841	23156228	954	19030	2340	2953.22	2060	3614	5965	1504	44.97	63.2	61.5	1.7	19.5	17.3	758	17102304	15418490	99.8
Mucor_griseo-ochraceus_var._minuta_NRRL_3246	1143	31659087	500	325235	2641	27698.24	95	102896	320	27083	30.08	97.6	88.1	9.5	0.7	1.7	758	24859980	21497462	101.8
Mucor_heterosporus_NRRL_3154	1045	36914380	501	387028	5176	35324.77	98	109839	344	28850	33.90	97.5	85.4	12.1	0.4	2.1	758	14390972	13517319	54.9
Mucor_hiemalis_NRRL_2349	501	30784871	1003	494962	33106	61446.85	68	135372	233	37158	32.92	97.5	87.1	10.4	0.5	2.0	758	9421438	8642509	42.1
Mucor_hiemalis_NRRL_2461	1081	33018467	1005	392758	11879	30544.37	125	78344	467	17264	33.15	97.8	87.6	10.2	0.5	1.7	758	NA	13794062	62.4
Mucor_hiemalis_NRRL_2462	1023	33061854	956	328340	11883	32318.53	124	82569	441	18479	33.15	97.8	87.6	10.2	0.5	1.7	758	NA	16723057	75.8
Mucor_hiemalis_NRRL_3140	1716	35160443	1002	347072	4555	20489.77	167	61275	628	11662	36.20	96.9	79.4	17.5	0.5	2.6	758	NA	10687223	45.6
Mucor_hiemalis_NRRL_A-11532	2221	32922296	957	148053	3334	14823.19	267	40134	844	9880	39.14	98.3	87.7	10.6	0.3	1.4	758	15842014	14677311	66.8
Mucor_hiemalis_NRRL_A-16027	1256	32391680	1003	590579	1930	25789.55	104	99597	351	23042	32.09	97.9	88.0	9.9	0.4	1.7	758	12321264	11803474	54.6
Mucor_hiemalis_NRRL_A-26125	1954	35574551	1000	284511	3198	18206.01	162	63758	624	9976	35.95	97.2	79.3	17.9	0.4	2.4	758	NA	22781448	95.9
Mucor_hiemalis_NRRL_A-28298	1315	34955256	1005	384576	5185	26581.94	114	94573	421	14286	34.87	97.0	87.5	9.5	0.8	2.2	758	13930270	12997624	55.7
Mucor_hiemalis_f._corticola_NRRL_3617	2170	32490432	500	321216	1519	14972.55	183	52317	644	12138	31.89	97.8	87.5	10.3	0.5	1.7	758	19926658	18927671	58.2
Mucor_hiemalis_f._hiemalis_NRRL_1743	634	31403168	1005	461046	23535	49531.81	92	105508	286	31949	37.84	97.7	87.7	10.0	0.4	1.9	758	19208828	18624771	88.9
Mucor_hiemalis_f._hiemalis_NRRL_3624	1008	30455688	493	282975	13538	30213.98	128	74752	430	21678	32.83	97.6	87.6	10.0	0.9	1.5	758	17206400	16509340	54.2
Mucor_hiemalis_f._luteus_NRRL_3633	2172	28812799	482	259396	5832	13265.56	287	31008	930	9423	36.84	97.4	89.1	8.3	0.4	2.2	758	17369930	16297329	56.6
Mucor_hiemalis_f._silvaticus_NRRL_3643	1160	31367017	501	372665	1495	27040.53	85	115840	277	30336	32.06	97.6	88.0	9.6	0.8	1.6	758	16728734	15126068	48.2
Mucor_inaequisporus_NRRL_3626	2224	34885714	1000	235473	4814	15686.02	256	41592	936	7507	35.26	97.5	78.5	19.0	0.5	2.0	758	5887392	5390845	23.2
Mucor_indicus_Lendner_NRRL_13132	2069	35401676	980	284639	3240	17110.52	183	56997	695	9646	35.94	97.0	79.7	17.3	0.5	2.5	758	14658570	13182335	55.8
Mucor_indicus_Lendner_NRRL_13468	1756	35092781	1000	335291	4767	19984.50	177	57291	659	10854	36.18	97.1	79.9	17.2	0.7	2.2	758	14878708	13261136	56.6
Mucor_indicus_NRRL_13081	1623	35026561	824	288677	4994	21581.37	166	63220	593	12832	36.21	96.5	79.0	17.5	0.7	2.8	758	NA	12408961	53.1
Mucor_indicus_NRRL_13082	10322	55367453	980	175799	3506	5364.02	1950	8217	6755	2363	36.04	90.0	56.2	33.8	4.0	6.0	758	NA	15756451	42.7
Mucor_indicus_NRRL_13133	1419	34651745	1003	294154	8432	24419.83	168	63263	589	13966	36.12	97.4	80.1	17.3	0.4	2.2	758	NA	9177863	39.7
Mucor_indicus_NRRL_13471	2233	43550250	1000	156599	11430	19503.02	377	38991	1145	10823	39.12	95.6	71.2	24.4	1.5	2.9	758	NA	14853892	51.1
Mucor_indicus_NRRL_555	2757	36178345	487	287084	1453	13122.36	157	62462	651	8175	35.92	97.2	79.4	17.8	0.4	2.4	758	27178178	25811868	107.0
Mucor_intermedius_NRRL_6588T	1361	51467241	928	595167	8790	37815.75	155	108224	494	28021	45.05	96.7	66.1	30.6	1.3	2.0	758	6073362	5637060	16.4
Mucor_javanicus_NRRL_A-17643	2059	32758703	1001	136151	3430	15910.01	249	42152	792	11437	39.25	98.0	87.2	10.8	0.5	1.5	758	13547746	12402738	56.8
Mucor_lamprosporus_NRRL_3300	1188	46474078	1004	663156	15210	39119.59	137	100197	490	26251	35.50	97.2	78.1	19.1	0.5	2.3	758	NA	12620088	40.7
Mucor_lamprosporus_NRRL_6037	3210	57735632	1000	170395	9774	17986.18	477	36636	1662	9204	31.68	96.5	76.8	19.7	1.2	2.3	758	13989964	12861094	33.4
Mucor_lamprosporus_NRRL_6040	4105	58772900	999	193294	6078	14317.39	525	33863	1899	7419	31.41	95.3	75.6	19.7	1.7	3.0	758	13451268	12445673	31.7
Mucor_lamprosporus_NRRL_6048	3268	57543503	1000	205998	9389	17608.17	485	35273	1691	8779	31.69	95.7	75.9	19.8	1.6	2.7	758	10716432	9621228	25.1
Mucor_lamprosporus_NRRL_6049	3190	57815413	1000	202932	9671	18123.95	466	37497	1636	9147	31.69	96.4	76.6	19.8	1.2	2.4	758	14799194	13343062	34.6
Mucor_laxorrhizus_NRRL_2814	2563	37784066	500	165801	5385	14742.12	322	36984	1027	10397	35.60	97.7	88.9	8.8	0.8	1.5	758	15594882	14734040	58.5
Mucor_luteus_NRRL_2847	827	32520519	1001	513866	5486	39323.48	64	144453	228	31133	37.85	97.9	88.0	9.9	0.3	1.8	758	NA	15988349	73.7
Mucor_luteus_NRRL_2865	2163	29148823	497	189371	5404	13476.11	271	32242	904	9490	36.83	97.3	88.9	8.4	0.4	2.3	758	57226046	51426185	176.4
Mucor_luteus_NRRL_3164	1382	29700710	998	314185	9431	21491.11	182	47574	609	13299	36.79	97.3	88.7	8.6	0.4	2.3	758	NA	12088794	61.0
Mucor_luteus_var._indica_NRRL_3245	3686	37885042	500	159361	2301	10278.09	356	31696	1334	5799	37.25	97.2	78.6	18.6	0.8	2.0	758	14003078	12424889	32.8
Mucor_maequisporus_var._kaki_NRRL_3295	2047	35142067	508	206168	4740	17167.60	225	45977	824	8923	35.24	97.5	78.1	19.4	0.4	2.1	758	9590428	8745834	37.3
Mucor_mephitis_NRRL_2596	1553	33718655	1000	183959	8879	21711.95	208	49929	683	13358	32.20	97.5	87.5	10.0	0.8	1.7	758	NA	9931658	44.2
Mucor_miehei_NRRL_5283	7027	23558858	969	207802	2430	3352.62	1583	4179	5180	1601	43.97	54.5	52.9	1.6	19.3	26.2	758	21859446	18774351	118.9
Mucor_miehei_NRRL_5902	7557	23034461	995	19675	2385	3048.10	1950	3764	5718	1549	44.94	63.0	60.6	2.4	18.9	18.1	758	18591700	16700399	108.5
Mucor_mousanensis_NRRL_3105	3340	34673049	500	187923	2708	10381.15	373	28569	1281	6290	36.55	97.7	88.1	9.6	0.5	1.8	758	15134158	13225540	38.1
Mucor_mucedo_Linnaeus_Fresenius_NRRL_A-13277	1766	33619790	1000	264813	5371	19037.25	199	51173	699	9915	36.82	96.9	86.5	10.4	0.7	2.4	758	15119310	13947184	62.2
Mucor_nidicola_NRRL_54520	852	34150766	500	464936	7565	40083.06	87	120516	288	33816	34.54	97.1	86.9	10.2	0.7	2.2	758	15837622	14877533	43.6
Mucor_oblongisporus_var._macrosporus_NRRL_1574	5366	62938284	500	148930	3434	11729.09	584	32450	2117	6685	32.83	95.5	76.1	19.4	1.5	3.0	758	17368744	15947190	25.3
Mucor_oblongisporus_var._macrosporus_NRRL_1589	2719	63007012	1000	367408	8125	23172.86	320	59891	1134	12973	32.88	96.3	76.8	19.5	0.9	2.8	758	15661830	14865785	35.4
Mucor_odoratus_NRRL_3064	5984	38233855	500	59971	3780	6389.35	952	11763	3410	3012	30.36	94.2	77.4	16.8	1.8	4.0	758	15451160	13861105	36.2
Mucor_pakistanicus_NRRL_6589	2187	33009786	468	116937	8338	15093.64	373	30704	988	12546	42.51	97.6	86.3	11.3	0.4	2.0	758	19607608	18694108	84.9
Mucor_petrinsularis_var._echinosporus_NRRL_3141	4687	41391614	489	163707	1665	8831.15	426	29919	1575	4841	36.21	97.4	88.7	8.7	0.7	1.9	758	22320542	21141403	76.5
Mucor_petrinsularis_var._ovalisporus_NRRL_2536	1359	34812965	500	266643	6034	25616.60	147	73936	477	19561	32.08	97.9	87.7	10.2	0.8	1.3	758	21478442	20309996	87.5
Mucor_philippovi_NRRL_3036	2686	34319745	500	102458	6993	12777.27	399	27759	1191	9498	37.50	97.5	87.5	10.0	0.4	2.1	758	14928578	14172803	41.3
Mucor_piriformis_NRRL_3637	1689	23476994	997	149221	5368	13899.94	229	32528	760	7623	37.82	97.9	91.4	6.5	0.8	1.3	758	6806280	5400382	34.5
Mucor_plasmaticus_NRRL_2708	1592	31687131	991	222590	8267	19903.98	199	45927	692	12118	31.50	97.1	86.9	10.2	0.8	2.1	758	7893922	7187450	34.0
Mucor_plumbeus_JES_114	4459	41053806	1000	85071	5776	9206.95	800	16543	2332	4911	31.27	97.0	86.1	10.9	0.8	2.2	758	NA	6448798	23.6
Mucor_plumbeus_NRRL_2353	4315	42522772	1000	75688	6783	9854.64	841	16468	2433	5027	31.38	96.9	86.0	10.9	0.9	2.2	758	14769064	13959909	49.1
Mucor_plumbeus_NRRL_2357	1078	23712479	1002	214098	11268	21996.73	151	47408	518	12648	36.98	97.3	90.2	7.1	0.7	2.0	758	NA	15047269	95.1
Mucor_pusillus_Lindt_NRRL_3470	7924	22638884	823	86260	2263	2857.00	2098	3453	6064	1473	44.89	52.4	51.2	1.2	21.6	26.0	758	15173076	13319323	88.1
Mucor_pusillus_Lindt_NRRL_A-16035	382	24942543	1000	436325	34728	65294.62	52	150622	173	40917	45.01	96.9	91.6	5.3	0.5	2.6	758	18298268	17891301	107.3
Mucor_pusillus_NRRL_5893	7062	23358733	980	24386	2560	3307.67	1761	4153	5250	1637	44.91	59.2	57.0	2.2	19.1	21.7	758	19600152	17844696	114.3
Mucor_pusillus_NRRL_5895	10155	66933918	1000	53308	4581	6591.23	2089	10464	6530	3063	32.58	88.0	43.3	44.7	4.5	7.5	758	NA	17119954	38.3
Mucor_pusillus_NRRL_A-13674	395	24963809	1000	490925	30491	63199.52	53	150701	176	40472	45.01	96.9	91.2	5.7	0.5	2.6	758	14230400	14031059	84.1
Mucor_pusillus_NRRL_A-14037	398	24971364	1007	594769	34635	62742.12	52	130530	184	39208	45.00	97.0	91.6	5.4	0.7	2.3	758	10506880	10298177	61.6
Mucor_racemosus_Fresenius_NRRL_1504	4492	42502503	1000	74886	6263	9461.82	877	16199	2463	4464	32.52	97.7	86.8	10.9	0.4	1.9	758	17143186	16509982	58.2
Mucor_racemosus_Fresenius_NRRL_1608	2932	39748417	987	123740	10502	13556.76	552	22517	1666	8604	32.74	98.0	86.8	11.2	0.3	1.7	758	13357302	12514260	47.2
Mucor_racemosus_Fresenius_NRRL_1622	3743	40312069	1001	111325	7930	10769.99	684	19035	1962	6829	32.47	98.0	86.9	11.1	0.3	1.7	758	13745998	13003882	48.4
Mucor_racemosus_Fresenius_NRRL_1688	4430	42760244	1000	90691	6586	9652.43	875	16700	2430	4653	32.51	97.5	86.4	11.1	0.4	2.1	758	15174008	14620905	51.3
Mucor_racemosus_Fresenius_NRRL_1994	4730	41706640	1001	58344	5935	8817.47	943	15437	2628	4027	32.61	97.3	86.1	11.2	0.7	2.0	758	14248064	13459629	48.4
Mucor_racemosus_Fresenius_NRRL_A-11534	4582	42484213	1002	75780	6273	9271.98	904	16112	2521	4456	32.53	97.4	86.5	10.9	0.7	1.9	758	11574246	11026921	38.9
Mucor_racemosus_Fresenius_NRRL_A-19185	17569	43354081	805	28346	1898	2467.65	4671	2940	13730	1273	32.49	47.8	45.6	2.2	23.6	28.6	758	17236694	14299509	49.5
Mucor_racemosus_Fresenius_NRRL_A-19189	3122	40269203	1004	107282	9105	12898.53	531	23957	1618	8413	32.56	97.9	86.4	11.5	0.3	1.8	758	20125024	19314734	71.9
Mucor_racemosus_NRRL_1427	1643	35153899	1000	263277	5506	21396.16	177	61265	631	11919	36.19	97.1	79.6	17.5	0.4	2.5	758	NA	27258861	116.3
Mucor_racemosus_NRRL_1627	4438	42554939	1001	91034	6297	9588.76	863	16938	2410	4631	32.53	97.5	86.4	11.1	0.7	1.8	758	15764824	15089172	53.2
Mucor_racemosus_f._sphaerosporus_NRRL_3645	15066	46849821	981	18380	2394	3109.64	3795	3922	11295	1533	32.45	53.2	46.2	7.0	19.7	27.1	758	16470960	14449570	30.8
Mucor_racemosus_var._racemosus_NRRL_3641	4362	39989799	1000	75249	5609	9167.77	780	16719	2237	5097	32.37	98.1	86.9	11.2	0.3	1.6	758	5532098	5015510	18.8
Mucor_ramannianus_NRRL_1839	174	23183457	1002	1172021	46589	133238.26	18	315566	67	91587	43.15	95.7	92.5	3.2	1.3	3.0	758	14541160	14334196	92.7
Mucor_ramannianus_NRRL_A-21216	654	25528394	1005	321141	21833	39034.24	97	79417	323	22351	44.46	96.3	93.1	3.2	1.3	2.4	758	19964864	19423452	114.1
Mucor_ramosissimus_NRRL_3042	2691	32175582	500	114839	8750	11956.74	467	23208	1294	9529	42.06	97.9	87.5	10.4	0.9	1.2	758	13110678	12451849	58.0
Mucor_recurvus_NRRL_2358	3691	64216765	379	351088	2319	17398.20	279	69403	1036	12914	32.84	96.8	76.1	20.7	0.9	2.3	758	24081476	23161070	54.1
Mucor_recurvus_var._indicus_NRRL_3247	8840	58977944	353	208432	1429	6671.71	704	24768	3178	2621	32.43	97.0	78.1	18.9	0.8	2.2	758	14245528	13300991	33.7
Mucor_rouxianus_NRRL_1429	1491	32309114	1000	183424	8997	21669.43	214	49783	644	14751	39.64	97.7	86.5	11.2	0.5	1.8	758	NA	10349146	48.0
Mucor_rouxianus_NRRL_1430	1615	35108083	1000	314722	4817	21738.75	157	63859	581	12701	36.19	97.2	79.4	17.8	0.4	2.4	758	NA	14662829	62.6
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	1745	35068603	1000	243190	5233	20096.62	189	55467	671	11608	36.18	97.1	80.1	17.0	0.4	2.5	758	17159326	15638025	66.8
Mucor_saturninus_NRRL_2631	3185	32461148	498	179841	2180	10191.88	315	30737	1124	5808	36.95	97.0	87.6	9.4	0.8	2.2	758	58096060	52352691	161.1
Mucor_silvaticus_NRRL_1431	3377	34550024	500	137671	2709	10230.98	363	28387	1300	5881	36.56	97.2	87.6	9.6	1.1	1.7	758	14130156	11863711	34.3
Mucor_sp._NRRL_1439	1910	32228437	1000	242105	8167	16873.53	277	36579	877	10929	39.65	97.4	86.1	11.3	0.5	2.1	758	NA	5865460	27.3
Mucor_sp._NRRL_1441	1557	32143808	1001	228450	10023	20644.71	228	45775	704	13688	39.70	98.4	87.5	10.9	0.3	1.3	758	NA	10252193	47.8
Mucor_sp._NRRL_1444	1649	32694712	1001	117036	17220	19826.99	363	31579	955	13287	42.55	97.6	86.1	11.5	0.3	2.1	758	NA	15829566	72.6
Mucor_sp._NRRL_1446	1646	32689693	1006	110723	17357	19860.08	367	31538	955	13035	42.55	97.6	86.5	11.1	0.4	2.0	758	NA	12135407	55.6
Mucor_sp._NRRL_1448	1644	32699656	1002	116828	17373	19890.30	364	32013	949	13393	42.55	97.9	86.4	11.5	0.3	1.8	758	NA	14964948	68.6
Mucor_sp._NRRL_1449	1643	32623241	1004	110913	17160	19855.90	363	32108	951	13552	42.56	97.7	86.8	10.9	0.4	1.9	758	NA	14612854	67.1
Mucor_sp._NRRL_1451	2027	32912557	771	90239	13312	16237.08	423	27248	1150	10604	42.50	97.7	86.5	11.2	0.3	2.0	758	NA	5417838	24.7
Mucor_sp._NRRL_1533	2765	37498245	894	364216	2861	13561.75	200	52150	992	4929	30.40	98.0	88.0	10.0	0.4	1.6	758	NA	9570522	38.2
Mucor_sp._NRRL_1644	768	34135582	1001	424253	16148	44447.37	93	116608	304	30565	34.87	97.8	87.2	10.6	0.5	1.7	758	NA	10703693	47.0
Mucor_sp._NRRL_2728	429	30113613	994	677299	22663	70194.90	51	189284	164	56435	32.91	97.3	87.9	9.4	0.8	1.9	758	NA	10925410	54.4
Mucor_sp._NRRL_2932	4186	42155960	1001	96715	7230	10070.70	818	17119	2345	5278	31.43	97.5	85.9	11.6	0.8	1.7	758	NA	12900216	45.9
